Text,Stemming,True Label,Predicted Label,Correct
@hansssolo Tapi mulai mulai tahun 2025 dividen BUMN yang sebelumnya merupakan bagian dari PNBP (Penerimaan Negara Bukan Pajak) dan masuk ke kas negara melalui pos Kekayaan Negara Dipisahkan (KND) di APBN kini dialihkan ke Badan Pengelola Investasi Daya Angagata Nusantara (Danantara).,2025 dividen bumn pnbp terima negara pajak masuk kas negara pos kaya negara pisah knd apbn alih badan kelola investasi daya angagata nusantara danantara,2,2,True
lebih pilih ngurus danantara daripada pendidikan luar biasa bayangin kalo sampe 2 periode speechless https://t.co/boPTIOQ8Jm,pilih ngurus danantara didik bayangin kalo sampe 2 periode speechless,0,0,True
@jorgianaaa Bukannya itu sudah template dr wowo yg anti sama doi lgsg dicap antek asing. Padahal Danantara banyak bgt yg jelas2 orang asing standar ganda,template dr wowo yg anti doi lgsg cap antek asing danantara bgt yg jelas2 orang asing standar ganda,0,0,True
@ARSIPAJA Jd Danantara itu mahluk apaan?,jd danantara mahluk,2,2,True
@dheppylovelly Kita semua punya peran bantu investasi makin bersih dengan dukung Danantara ,peran bantu investasi bersih dukung danantara,1,1,True
Asbun banget hidup dari investment gimana? Coba Min bantu edukasi jelaskan apa hubungan Danantara sama IHSG? I ll wait.,asbun banget hidup investment gimana coba min bantu edukasi hubung danantara ihsg i ll wait,2,2,True
@txtdrimedia Emang benar ini cuma pengalihan isyu Danantara yang berakibat nyungsepnya IHSG,emang alih isyu danantara akibat nyungsepnya ihsg,0,0,True
@reaareaa__ Presiden Prabowo kasih dukungan ke Danantara bikin masyarakat makin percaya sama potensi anak bangsa,presiden prabowo kasih dukung danantara bikin masyarakat percaya potensi anak bangsa,1,1,True
Danantara Perjalanan Menggapai Kemakmuran Indonesia #Danantara #InvestasiNasional #BPIDanantara,danantara jalan gapai makmur indonesia,1,1,True
Telkom Indonesia berikan dukungan untuk Danantaradengan penggunaan teknologi AI #telkomindonesia #bigbox #ai #danantara #artificialintelligence #tepatsolutifindonesia #bumn #elevatingyourfuture @kemenBUMN @TelkomIndonesia https://t.co/1X761wKVWC,telkom indonesia dukung danantaradengan guna teknologi ai,1,1,True
@ThatSun510 @AHMADDHANIPRAST @StopPlandemit @TedInvestigasi @SumandoGaek @mamakchayank @Faraz_kepri @BukanAntarkota ada Ray Dalio sebagai pengawas Danantara selain Tony Blair.. Ray Dalio pemilik perusahaan Hedge Fund terbesar dunia https://t.co/cecBAdzRtP,ray dalio awas danantara tony blair ray dalio milik usaha hedge fund besar dunia,2,2,True
@Saham_fess Sengaja biar danantara serok harga murah,sengaja biar danantara serok harga murah,0,0,True
@xjuraganx @Aloysius_Tatus Raja terakhir Danantara Enabler,raja danantara enabler,2,2,True
@dheppylovelly Danantara bikin harapan baru transparansi dan integritas kita setuju,danantara bikin harap transparansi integritas tuju,1,1,True
@GenZNusantara Energi positif BPI Danantara: untuk investasi yang berdaya guna bagi bangsa,energi positif bpi danantara investasi daya bangsa,1,1,True
@DrEvaChaniago Diduga nanti Danantara bukan objek penyelengara negara yg tak tersentuh audit dan pertanggung jawaban hukum jika terjadi penyimpangan seperti ini. Makin #indonesiagelap / #indonesiacemas atau #indonesiaterang sieh ? Jangan tanya buzzee selama proyek ada logika kebalik balik.,duga danantara objek penyelengara negara yg sentuh audit tanggung hukum simpang sieh buzzee proyek logika balik,0,0,True
@KangManto123 Karena tau orang2 di danantara gak bisa dinasehatin ,tau orang2 danantara gak dinasehatin,0,0,True
Contoh lagi Garuda. PEN 2020 dapat 2022 minta PMN lagi dan tahun ini minta lagi dan lagi .. meski dari Danantara. Danantara juga dari APBN dan hak dividen negara yg ditarik paksa. PMN nya udah diabisin ama Garuda. Tapi utang buat PMN tsb belum bisa dibayar oleh negara. Gulung,contoh garuda pen 2020 2022 pmn danantara danantara apbn hak dividen negara yg tarik paksa pmn nya udah diabisin ama garuda utang pmn tsb bayar negara gulung,0,0,True
@GenZNusantara Hebat! IHSG menguat dan kepercayaan investor meningkat berkat kepastian dari Danantara dan kabar positif RUPST Himbara,hebat ihsg kuat percaya investor tingkat berkat pasti danantara kabar positif rupst himbara,1,1,True
@reaareaa__ Presiden Prabowo membuktikan kalo beliau care banget soal kemajuan Danantara,presiden prabowo bukti kalo beliau care banget maju danantara,1,1,True
@hoteliercrypto Bahas Ray Dalio mundur dari Danantara dan sindiran beliau di instagram bli,bahas ray dalio mundur danantara sindir beliau instagram bli,2,2,True
@Ga89684Galeh @islah_bahrawi Danantara menyusul,danantara susul,2,2,True
@reaareaa__ Presiden Prabowo keren deh dukungan beliau bikin Danantara tambah semangat berkembang,presiden prabowo keren deh dukung beliau bikin danantara semangat kembang,1,1,True
@msaid_didu Biar enak ngelola duit danantara,biar enak ngelola duit danantara,0,0,True
@prabowo jangan di-Ndasmu ya #Indonesia #Stocks #IHSG #Danantara #BUMN https://t.co/nvaIZBB8RX,dindasmu ya,0,0,True
@chikinmeokgo Ebuset! Pdhl danantara diliat dr aspek mana aja juga jelek krn yg ngejalanin isinya penjahat semua ‍,ebuset pdhl danantara liat dr aspek aja jelek krn yg ngejalanin isi jahat,0,0,True
Telkom Indonesia bertahap dorong kemajuan Danantara gunakan AI #telkomindonesia #bigbox #ai #danantara #artificialintelligence #tepatsolutifindonesia #bumn #elevatingyourfuture @kemenBUMN @telkomindonesia https://t.co/DwUGbk4MBo,telkom indonesia tahap dorong maju danantara ai,1,1,True
@dailyanakkost @tanyarlfes Nanti on going ikn dan danantara wkwkwkwk,on going ikn danantara wkwkwkwk,2,2,True
@kompascom Ternyata hanya OMONG KOSONG dgn DIREKSI DANANTARA tdk cawe-cawe ,omong kosong dgn direksi danantara tdk cawecawe,0,0,True
@StefanAntonio__ Bukan begitu membandingkannya orang pekok. Yang mengisi Danantara asing yg punya otak yg membiayai anak demo itu asing anjing yg ingin lenguaasai sumber daya alam.,banding orang kok isi danantara asing yg otak yg biaya anak demo asing anjing yg lenguaasai sumber daya alam,0,0,True
Danantara adalah Holding BUMN Pengelola Aset Negara #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/Ykjfeuh5BH,danantara holding bumn kelola aset negara,2,2,True
Danantara resmi diluncurkan oleh Presiden Prabowo. Danantara akan mengelola aset BUMN yang nilainya lebih dari Rp14.000 triliun. Namun bagaimana tingkat kepercayaan publik? Saksikan dialognya dalam #ROSIKompasTV malam ini pkl 20.30 WIB di KompasTV : https://t.co/rUTSoY7Gv2 https://t.co/tgSXUtnWjO,danantara resmi luncur presiden prabowo danantara kelola aset bumn nilai rp14000 triliun tingkat percaya publik saksi dialog malam pkl 2030 wib kompastv,2,2,True
Bila masing-masing BUMN tidak berbenah dan kementerian sebagai regulator juga tidak melakukan evaluasi maka Danantara pun sulit untuk tampil optimal dalam menjalankan fungsinya. Tanpa pengawasan yang ketat dan pengelolaan yang profesional Danantara bisa menjadi --,masingmasing bumn benah menteri regulator evaluasi danantara sulit tampil optimal jalan fungsi awas ketat kelola profesional danantara,2,2,True
Menteri Investasi/ Kepala BKPM Rosan Roeslani Ditunjuk jadi Kepala BPI Danantara https://t.co/DScjsqU2kZ,menteri investasi kepala bkpm ros roeslani kepala bpi danantara,2,2,True
@andikamalreza Poin Danantara ini adalah: Sekelompok org yg merasa dirinya jujur amanah &amp; capable ngumpul di 1 circle &amp; utk coba beresin orang2 di luar circle itu yg dianggap problematik. Gw sih fine aja kalau kualitas orang2 ini macam Khulafaur Rasyidin. Tapi faktanya isi circle itu,poin danantara kelompok org yg jujur amanah capable ngumpul 1 circle utk coba resin orang2 circle yg anggap problematik gw sih fine aja kualitas orang2 khulafaur rasyidin fakta isi circle,0,0,True
Bisa bikin danantara tp ga bisa bikin badan yg harusnya ngelakuin semua ini biar rakyat ga sengsara. Pemerintah bangke.,bikin danantara tp ga bikin badan yg ngelakuin biar rakyat ga sengsara perintah bangke,0,0,True
idiot banget deh nih yang ngebriefing narasi kaya gini jelas2 si prabowo pecinta antek asing wkwkwk danantara aja isinya kriminal dari negara lain dan lo pada berharap kita jadi parno sama bangsa asing??? tolol,idiot banget deh nih ngebriefing narasi kaya gin jelas2 si prabowo cinta antek asing wkwkwk danantara aja isi kriminal negara lo harap parno bangsa asing tolol,0,0,True
Pagar laut Danantara RON Pertamax Represi seniman. Pembukaan tahun macam apa ini wahai 2025,pagar laut danantara ron pertamax represi seniman buka 2025,0,0,True
@dheppylovelly Investasi Danantara dengan transparansi dan integritas? Ayo kita dukung sepenuh hati,investasi danantara transparansi integritas ayo dukung sepenuh hati,1,1,True
@cuukdaniels @NarasiNewsroom Sepertinya ini pertanyaan yg perlu dianalisa dengan baik ... Bisa jadi pengalihan issue kita lihat Danantara tak terlihat disini dan semua bicara soal Oplosan Pertamina ...,yg dianalisa alih issue lihat danantara bicara oplos pertamina,0,0,True
danantara otw 1400 T,danantara otw 1400 t,2,2,True
Video: Erick Thohir Jamin Tak Ada Rebutan Kekuasaan di Danantara https://t.co/5fnmnhBFdA,video erick thohir jamin rebut kuasa danantara,2,2,True
@seokdx @tanyakanrl Halo kak bantu jawab ya kalo ada yang salah mungkin bisa dikoreksi nanti sama yang lain. Tldr mah harusnya aman. Penjelasan panjangnya di bawah. Pertama Kalo dilihat dari mekanisme Danantara yang mencoba untuk 'mengelola' dulu uang dividen dari BUMN tertera harusnya ga akan https://t.co/lkWVZ2mU3e,halo kak bantu ya kalo salah koreksi tldr mah aman jelas panjang kalo mekanisme danantara coba kelola uang dividen bumn tera ga,2,2,True
@JedTeguh03 Langkah Presiden Prabowo bareng Danantara buktiin kepedulian nyata ke inovasi Indonesia,langkah presiden prabowo bareng danantara buktiin peduli nyata inovasi indonesia,1,1,True
@reaareaa__ Presiden Prabowo dukung Danantara makin yakin potensi anak bangsa bakal bersinar,presiden prabowo dukung danantara potensi anak bangsa sinar,1,1,True
jalan baru ini luar biasa semangat terus Danantara https://t.co/oq6OehPsFv,jalan semangat danantara,1,1,True
@GenZNusantara Demi Indonesia lebih baik BPI Danantara beri dorongan buat hemat energi dan industrialisasi,indonesia bpi danantara dorong hemat energi industrialisasi,1,1,True
@Ndrewstjan terdengar tawa membahana dari dalam sebuah ruangan tak berapa lama terdengar suara: Ekonomi negara lu carut-marut knapa gua yang lu salahin. Lu salahin noh presiden yang lu pilih cuma seekor kucing podium *Knapa ga George Soros aja yg dijadiin Dewan Penasehat Danantara*,dengar tawa bahana ruang dengar suara ekonomi negara lu carutmarut knapa gua lu salahin lu salahin noh presiden lu pilih ekor kucing podium knapa ga george soros aja yg dijadiin dewan nasehat danantara,0,0,True
@GenZNusantara Sentimen pasar membaik setelah IHSG naik. Kepastian manajemen Danantara dan hasil bagus RUPST Himbara bikin pasar ceria,sentimen pasar baik ihsg pasti manajemen danantara hasil bagus rupst himbara bikin pasar ceria,1,1,True
ï¸ðŸ‡®ðŸ‡©Terima Kasih presiden #PrabowoBersihBersih #mafiamigas #sawityowit #Danantara #oporayam #LebaranGanteng #tni #polrihadir #TimnasDay #garudafans #indonesianidol #BersamaMembangunNegeri #RakyatBantuRakyat #SENIN #bajukurung #ibukandung #zonauangá… á… á…  https://t.co/DmpphJINwj,terima kasih presiden,1,1,True
@enoliska_ Bersih-bersih tapi kok Danantara dikasih ke koruptor? Itu bersih-bersih rumah lama terus naroh tai di rumah baru?,bersihbersih danantara kasih koruptor bersihbersih rumah naroh tai rumah,0,0,True
@FrediRandi4 Presiden Prabowo membuktikan inovasi dan kerjasama global seperti Danantara bisa ubah masa depan,presiden prabowo bukti inovasi kerjasama global danantara ubah,1,1,True
Lewat Danantara Indonesia bergerak menuju kemandirian ekonomi. Saatnya kelola aset nasional demi masa depan yang lebih kuat! #EkonomiMandiri #DanantaraIndonesia #InvestasiBangsa https://t.co/Wklf28Ccyd,danantara indonesia gerak mandiri ekonomi kelola aset nasional kuat,1,1,True
@msaid_didu Pagar laut Pertamina ASDP timah... Belum lagi danantara.. klw mau bubar mending sekarang aja dah udh kepalang kacau,pagar laut pertamina asdp timah danantara klw bubar mending aja dah udh kepalang kacau,0,0,True
@JhonSitorus_18 Paling enak jadi gw bumn kena masalah yaaa pindah ke pssi pssi banyak masalah yaa tinggal pindah ke danantara wkwkwk dan sekarang bener kannn kacau semuaaaa https://t.co/Q9LYyDywQz,enak gw bumn kena yaaa pindah pssi pssi yaa tinggal pindah danantara wkwkwk bener kannn kacau semuaaaa,0,0,True
@islah_bahrawi danantara hidup tikus berdasi https://t.co/6F36YDvKHd,danantara hidup tikus das,0,0,True
Alhamdulillah malam ini bisa hadir lebaran di rumah Mas Menko AHY. Senang rasanya kembali silaturahmi dengan pengurus DPP Demokrat. Tadi juga ketemu dengan Bang Ara (Menteri Perumahan) Bg Pandu Sjahrir (CIO Danantara) dan tentunya Pak SBY &amp; Mas Menko AHY. https://t.co/XYG11BHJXZ,alhamdulillah malam hadir lebaran rumah mas menko ahy senang silaturahmi urus dpp demokrat ketemu bang ara menteri rumah bg pandu sjahrir cio danantara sby mas menko ahy,2,2,True
@Lian_2791 @H1m4_W4r1 @prabowo @univ_indonesia Ijajah palsu aj bisa jdi presiden Mantan koruptor bisa pelaksana danantara Logika Wowo dmn?,ijajah palsu aj jdi presiden mantan koruptor laksana danantara logika wowo dmn,0,0,True
Dana Danantara sebaiknya dipakai buat subsidi otak Ini sama saja memamerkan kegagalan pemerintah untuk mengentaskan kemiskinan. #CabutUUTNI #TolakRUUPolri #TolakRUUKejaksaan #IndonesiaGelap #PeringatanDarurat,dana danantara pakai subsidi otak pamer gagal perintah entas miskin,0,0,True
@reaareaa__ Kalau Presiden Prabowo udah support Danantara pasti makin bersinar,presiden prabowo udah support danantara sinar,1,1,True
@jijirnyinyir @ARSIPAJA Kok masih ada auditor lah ini kan pinjam meminjam dalam satu entitas perusahaan. Baru minggu ini Danantara/BUMN sudah dicoret Srimulyani dari sumber penerimaan negara,auditor pinjam pinjam entitas usaha minggu danantarabumn coret srimulyani sumber terima negara,2,2,True
@dheppylovelly Demi masa depan yang lebih baik dukung investasi dengan transparansi di Danantara,dukung investasi transparansi danantara,1,1,True
@reaareaa__ Salut buat Presiden Prabowo dukungan ke Danantara tulus banget,salut presiden prabowo dukung danantara tulus banget,1,1,True
@reaareaa__ Presiden Prabowo beneran paham pentingnya Danantara untuk kemajuan teknologi lokal,presiden prabowo beneran paham danantara maju teknologi lokal,1,1,True
Buku terbaru Ray Dalio bicara soal bahaya utang negara. Sementara itu namanya hilang dari jajaran penasihat Danantara. Coincidence? https://t.co/0g8ornH4i6,buku baru ray dalio bicara bahaya utang negara nama hilang jajar nasihat danantara coincidence,2,2,True
@tanyarlfes bonusnya kena efisienshit buat modal danantara wkwk,bonus kena efisienshit modal danantara wkwk,0,0,True
@ainunnajib Pendapat Anda tentang DANANTARA?,dapat danantara,2,2,True
Danantara merupakan kebijakan progresif utk mengatasi keadaan ekonomi.. Tp dia lupa kebijakan progresif bisa berhasil jika diisi oleh org2 jujur yg bisa dipercaya..,danantara bijak progresif utk atas ekonomi tp lupa bijak progresif hasil isi org2 jujur yg percaya,0,0,True
